also_consider,attribution,attrs,available_for_demo,available_to_buy_online,blueprint,content,date_of_review,description,description_text,enabled,excerpt,featured_description,featured_in_product_category,filename,has_files,href,id,level,link,local_only,manufacturer,marks,monthly_feature,monthly_featuree,pairs_well_with,price,product-categories,product-category,product_hero_image,published,quote,quote_attribution,quote_text,reivews_set,rel,shipping,show_price,specs,specs_text,system_category,target,text,textAlign,title,type,updated_at,updated_by
,"'Absolute Sound'",,true,true,product,,,,,true,,,,lrs,,,ac426508-e9a7-4138-81d3-a924316c5ebb,,'https://www.theabsolutesound.com/articles/magnepan-lrs/',false,a1bc679d-2575-49b5-b383-070c024b598e,,,,,995,speakers,,Magnepan_LRS.jpeg,,"'I can think of no better choice for the dollar, particularly if you treasure the sound of acoustic instruments. Its limitations notwithstanding, this is a great little loudspeaker and a sure-fire nominee for one of TAS’ 2022 Product of the Year Awards.'","'Absolute Sound'","'I can think of no better choice for the dollar, particularly if you treasure the sound of acoustic instruments. Its limitations notwithstanding, this is a great little loudspeaker and a sure-fire nominee for one of TAS’ 2022 Product of the Year Awards.'",,,100,true,,,speakers,,"""I can think of no better choice for the dollar, particularly if you treasure the sound of acoustic instruments. Its limitations notwithstanding, this is a great little loudspeaker and a sure-fire nominee for one of TAS’ 2022 Product of the Year Awards.\_""",,LRS+,Review,1667406594,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,ls-2,,,a6fe72b4-36b5-4540-823d-0d31c3c160e9,,,false,929c4a5b-ca00-46ae-817d-e1d049ad2364,,,,,8450,pre-amps,,audio-research-ls-2pre-amp.jpg,,,,,,,100,true,,,preamplifiers,,"'Optional MM/MC (42dB/62dB) Phono card. User installable.'",,LS-2,text,1752846671,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,ls3-5a-gold-badge,,,f39af717-9de2-4615-bdee-34cc5ac27f93,3,,false,05c3d31e-0196-4dbd-8ba0-6c1aea93d084,,,,,3990,speakers,,FGp45uYI.jpeg,,,,,,,100,true,,,speakers,,"'305mm H x 190mm W x 165mm D. Weight 5.35 kgs each'",,"'LS3/5A Gold Badge'",text,1748467917,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,lumina-i,,,70625845-d5de-4f47-b1b7-b5c8b2d122b8,'4',,false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,,,1200,speakers,,2007_sf_lumina-i_immagini_1070x1554_01.jpg,,"'They have qualities that transcend the physical dimensions, and that are able to engage the listener to a degree that you hardly think is possible when you see the speakers'","'Lasse Svendsen - Ibtechreviews'","'They have qualities that transcend the physical dimensions, and that are able to engage the listener to a degree that you hardly think is possible when you see the speakers'",,,80,true,,,speakers,,"'9.7 lb each'",,"'Lumina I'",text,1753281968,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'What Hi-Fi'",,true,true,product,,,,,true,,,,lumina-ii,,,BYvZ0avH,,'https://www.whathifi.com/us/reviews/sonus-faber-lumina-ii',false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,,,1600,speakers,,2106_SF_Lumina-II_immagini_1070x1554_01.jpg,,"'Despite being one of the most affordable offerings from Sonus Faber, the Lumina II offers the natural, open and detailed sound that the brand is known for, and that it does so in such a gorgeous package and at a low cost is remarkable.'","'What Hi-Fi'","'Despite being one of the most affordable offerings from Sonus Faber, the Lumina II offers the natural, open and detailed sound that the brand is known for, and that it does so in such a gorgeous package and at a low cost is remarkable.'",,,100,true,,,speakers,,"'Despite being one of the most affordable offerings from Sonus Faber, the Lumina II offers the natural, open and detailed sound that the brand is known for, and that it does so in such a gorgeous package and at a low cost is remarkable.'",,"'Lumina II'",Review,1753281719,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,false,true,product,,,,,,,,,lumina-iii,,,012e006d-d7d6-4b7c-9ac6-e769f80acdfd,'4',,false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,,,3000,speakers,,2007_sf_lumina-iii_immagini_1070x1554_01.jpg,,"'Solid engineering is always about simple yet elegant solutions. By sticking to those ideals, Sonus faber has come up with a truly remarkable $2200/pair of loudspeakers. The Lumina IIIs easily win any “best value” award Part-Time Audiophile offers. I’ll have to go digging in the archives. Wait, I got one'","'Marc Phillips - Part Time Audiophile'","'Solid engineering is always about simple yet elegant solutions. By sticking to those ideals, Sonus faber has come up with a truly remarkable $2200/pair of loudspeakers. The Lumina IIIs easily win any “best value” award Part-Time Audiophile offers. I’ll have to go digging in the archives. Wait, I got one'",,,200,true,,,speakers,,"'35.1 lb ea'",,"'Lumina III'",text,1753281579,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Hi-Fi World'",,true,true,product,,,,,true,,,,lumina-v,,,sLGj6uIc,3,'https://www.sonusfaber.com/wp-content/uploads/2021/09/Sonus-Faber-Lumina-V_Oct21.pdf',false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,,,4000,speakers,,2106_SF_Lumina-V_immagini_1070x1554_01.jpg,,"'Sonus Faber’s Lumina V is what I would call “a serious loudspeaker”'","'Hi-Fi World'","'Sonus Faber’s Lumina V is what I would call “a serious loudspeaker”'",,,300,true,,,speakers,,"'Sonus Faber’s Lumina V is what I would call “a serious loudspeaker”. With a seductively natural sound that comes from organic, well damped cone materials, plus a good stab at tonal accuracy, the Lumina V came across as easily engaging. It had great insight, giving atmospheric sound with vocals, plus enormously powerful bass that added prodigious weight. With high sensitivity little power is needed – think 40W or so – so the Lumina V ticks all boxes. This is a loudspeaker that you should hear first, before others, as it sets standards.'",,"'Lumina V'",Review,1753281116,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,m10,,,74006da0-904b-4b36-8d2c-cc04779c929e,3,,false,05c3d31e-0196-4dbd-8ba0-6c1aea93d084,,,,,3290,speakers,,falcon-m10-e1665248538723-1024x739.jpg,,,,,,,100,true,,,speakers,,"'7.5kg each, 17 kgs per pair shipping weight'",,M10,text,1748467807,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,m20,,,6e79af05-b3c2-43a5-bc81-7ca2384ebe21,3,,false,05c3d31e-0196-4dbd-8ba0-6c1aea93d084,,,,,4990,speakers,,Falcon-M20-12.9.23_0020R-Pair-Without-Grill-Hi.jpg,,,,,,,120,true,,,speakers,,"'14.0kg each, 32 kgs per pair shipping weight'",,M20,text,1748467762,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,m30,,,8742ed02-bced-48e8-9a98-7bcd253bba24,3,,false,05c3d31e-0196-4dbd-8ba0-6c1aea93d084,,,,,6490,speakers,,Falcon_M30_Without_Grill_12.9.23_0031R_Pair_Hiresize-1920w_1200x.webp,,,,,,,220,true,,,speakers,,"'23.25 kg each, 50 kgs per pair shipping weight'",,M30,text,1748467729,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,m40,,,a4a046ec-366c-4201-8ed4-5331b418c560,3,,false,05c3d31e-0196-4dbd-8ba0-6c1aea93d084,,,,,14990,speakers,,Falcon-M40-12.9.23_0048R-Hi-1722628931.jpg,,,,,,,400,true,,,speakers,,"""42kg each,\_ 90kgs per pair shipping weight. 15 Kgs Plinth x 2\_""",,M40,text,1748467696,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,m50,,,b1472f09-a4ba-44d7-9237-dc05d89e0331,3,,false,05c3d31e-0196-4dbd-8ba0-6c1aea93d084,,,,,22990,speakers,,4-3-1200x676_1-1722622241.jpg,,,,,,,500,true,,,speakers,,"'47kg each, 100 kgs per pair shipping weight. 15 Kgs Plinth x 2'",,M50,text,1748467653,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,ma-352-integrated-amplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ma12000-integrated-amplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ma252-integrated-amplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ma5300-integrated-amplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,StereoNET,,true,false,product,,'2017-12-06',,,true,,,,ma8900-integrated-amplifier,,,9f7f41a3-b287-4c08-a45f-0cd398b69154,'4','https://www.stereo.net.au/reviews/review-mcintosh-ma8900-integrated-amplifier',false,8e3632e0-a274-4666-ace2-130c4832b773,,,,,9000,integrated-amplifiers,,ma8900-front-top-usb.jpg,,"'""The MA8900 doesn’t sound good - it sounds marvelous, on all types of music. It engenders a sense of pride of ownership, has Cadillac build quality, and intelligent user features.""'",StereoNET,"'""The MA8900 doesn’t sound good - it sounds marvelous, on all types of music. It engenders a sense of pride of ownership, has Cadillac build quality, and intelligent user features.""'",,,,false,,,amplification,,"'""The MA8900 doesn’t sound good - it sounds marvelous, on all types of music. It engenders a sense of pride of ownership, has Cadillac build quality, and intelligent user features.""'",,MA8950,text,1683819763,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Hi-Fi News & Record Review'",,true,false,product,,,,,true,,,,ma9500,,,b1fe255b-cbbb-4eb9-960d-0eacea7f534c,,'https://www.hifinews.com/content/mcintosh-ma9500-integrated-amplifier',false,8e3632e0-a274-4666-ace2-130c4832b773,,,,,12000,integrated-amplifiers,,ma9500-angle-hdmi-1683820156.jpg,,"'The MA9500 is a memorable all-round package, one that''s distinctively and originally styled, highly versatile and hugely powerful too. Most importantly, it is engaging across a wide range of musical genres while its three output taps invite subtle sound tuning.'","'Hi-Fi News'","'The MA9500 is a memorable all-round package, one that''s distinctively and originally styled, highly versatile and hugely powerful too. Most importantly, it is engaging across a wide range of musical genres while its three output taps invite subtle sound tuning.'",,,,false,,,amplification,,"'The MA9500 is a memorable all-round package, one that''s distinctively and originally styled, highly versatile and hugely powerful too. Most importantly, it is engaging across a wide range of musical genres while its three output taps invite subtle sound tuning.'",,MA9500,Review,1683821796,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,Soundstage!,,true,true,product,,'2021-01-15',,,true,,,,maxima-amator,,,2C85WAjJ,'4','https://www.soundstageultra.com/index.php/equipment-menu/1012#most-read-equipment-reviews',false,5dbba480-954d-4ffe-9bac-7cf8d2a8359f,,,false,,19000,speakers,,202101_sonus_front_back_600h.png,,"'The Heritage Collection Maxima Amator is a pure distillation of what Sonus Faber is all about: beautiful objects that re-create beautiful music.'",Soundstage!,"'The Heritage Collection Maxima Amator is a pure distillation of what Sonus Faber is all about: beautiful objects that re-create beautiful music.'",,,500,true,,,speakers,,"""\_audiophiles who are cross-shopping designs from Focal, Magico, and/or Wilson Audio Specialties. This is an artisanal loudspeaker. The marriage of so many materials—solid walnut, leather, brass, marble—into such an evocative form gives the Sonus Faber a presence and a gravitas that are difficult to describe. It’s also a very good loudspeaker, with admirable output down to 35Hz, and a commendably linear, uncolored mid band.\_\_""",,"'Maxima Amator'",text,1753283596,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,,mc-cadenza-black-phono-cartridge,,,1431aa74-a6fe-46c9-8dec-5805e6da7622,,,false,148f72bf-1180-478b-9a24-ebf04d94888d,,,,,3359,phono-cartridges,,cadenza-black.jpg,,,,,,,20,true,,,source,,"'Cartridge weight - 10,7 gram'",,"'MC Cadenza Black'",hard_break,1683642409,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,,mc-cadenza-blue-phono-cartridge,,,9e4222e3-d82d-4993-b1da-9d8e65f5f385,,,false,148f72bf-1180-478b-9a24-ebf04d94888d,,,,,2039,phono-cartridges,,cadenza-blue-1594667617.jpg,,,,,,,20,true,,,source,,"'Cartridge weight - 10,7 g'",,"'MC Cadenza Blue'",hard_break,1683642437,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,true,mc-cadenza-bronze-phono-cartridge,,,1823cd2b-7aba-4c12-8429-67eefce5dc2c,,,false,148f72bf-1180-478b-9a24-ebf04d94888d,,,,,2689,phono-cartridges,,cadenza-bronze.jpg,,,,,,,20,true,,,source,,"'Cartridge weight - 10,7 gram'",,"'MC Cadenza Bronze'",hard_break,1696527348,87641989-b935-429e-81a7-ccf64c5d34d6
,"'Anthony Kershaw, Audiophilia'",,true,false,product,,'2020-07-13',,,true,,,,mc-cadenza-red-phono-cartridge,,,004c6b7d-4bec-43d9-a3a6-67718274686a,,'https://www.audiophilia.com/reviews/2016/5/13/ortofon-mc-cadenza-red-cartridge',false,148f72bf-1180-478b-9a24-ebf04d94888d,,,,,1479,phono-cartridges,,cadenza-red.jpg,,"'The Red is wonderfully in balance, nothing jars, nothing compresses. You''ll get the air and the musical presence.'","'Anthony Kershaw, Audiophilia'","'The Red is wonderfully in balance, nothing jars, nothing compresses. You''ll get the air and the musical presence.'",,,20,true,,,source,,"""I really like this cartridge. For the price, a favourite moving coil. I'm looking forward to listening further up the colour series line. Interestingly, the Ortofon cartridges change the palate, not just a bump in quality. I'm sure we'll get character and improvement. But in the here and now, lucky analogue fans can get into superior moving coil sound for a relatively inexpensive sum with the Cadenza Red. Very highly recommended.\_""",,"'MC Cadenza Red'",hard_break,1683642506,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,,mc-quintet-black-s-phono-cartridges,,,dee79c15-5fb7-4554-9103-0a7e50f520a7,,,false,148f72bf-1180-478b-9a24-ebf04d94888d,,,,,1099,phono-cartridges,,quintet_mc_quintet_black_s_tilt01.jpg,,,,,,,20,true,,,source,,"'Tracking force, recommended - 2.3 g (23 mN)'",,"'MC Quintet Black S'",hard_break,1683642373,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'What HiFi'",,true,false,product,,'2020-07-13',,,true,,,,mc-quintet-blue-phono-cartridge,,,45aa359b-0f42-486b-b15f-70c15d6f1dda,,'https://www.whathifi.com/reviews/ortofon-quintet-blue',false,148f72bf-1180-478b-9a24-ebf04d94888d,,,,,569,phono-cartridges,,quintet_tiltblue01.jpg,,"'If you’re after an affordable moving coil cartridge, we haven’t heard a better option than the Quintet Blue'","'What HiFi'","'If you’re after an affordable moving coil cartridge, we haven’t heard a better option than the Quintet Blue'",,,20,true,,,source,,"'Given a suitably capable system we have no doubt the Ortofon Quintet Blue will impress. It’s a well-balanced design with no obvious weaknesses. If you’ve always hankered after a moving coil cartridge we can’t think of an alternative we prefer. Buy this one with confidence.'",,"'MC Quintet Blue'",text,1683642334,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,,mc-quintet-bronze-phono-cartridge,,,5e2cb01a-e972-4ee8-9373-105dab745f8d,,,false,148f72bf-1180-478b-9a24-ebf04d94888d,,,,,799,phono-cartridges,,quintet_tiltbronze01.jpg,,,,,,,20,true,,,source,,"'Cartridge weight - 9 gram'",,"'MC Quintet Bronze'",hard_break,1683642299,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,mc152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mc275-amplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mc312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"'Absolute Sound'",,true,false,product,,,,,true,,,,mc451,,'https://www.mcintoshlabs.com/products/amplifiers/MC901',0613892f-9ee2-4a17-91c9-4399734417ac,,'https://www.theabsolutesound.com/articles/mcintosh-mc451-monoblock-power-amplifier/',true,8e3632e0-a274-4666-ace2-130c4832b773,,,,,28000,power-amplifiers,,mc451-angle-right.jpg,,"'Congratulations to McIntosh for its level of innovation and for taking the commercial risk of marketing such an original design. Put as simply as possible, the MC451 sounds different enough to help redefine the state of the art for many high-end audiophiles.'","'Absolute Sound'","'Congratulations to McIntosh for its level of innovation and for taking the commercial risk of marketing such an original design. Put as simply as possible, the MC451 sounds different enough to help redefine the state of the art for many high-end audiophiles.'",,null,,false,,,amplification,null,"'Congratulations to McIntosh for its level of innovation and for taking the commercial risk of marketing such an original design. Put as simply as possible, the MC451 sounds different enough to help redefine the state of the art for many high-end audiophiles.'",,null,Review,1697212025,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,mc462-amplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mc611-amplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mcd350-cd-player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"'Part Time Audiophile'",,false,false,product,,,,,true,,,,mcd600,,'https://www.mcintoshlabs.com/products/preamplifiers',e77cc94d-c0db-4122-a220-fb1b141a5e0a,,'https://parttimeaudiophile.com/2020/02/02/mcintosh-mcd600-sacd-cd-player-review/',false,8e3632e0-a274-4666-ace2-130c4832b773,,,,,8000,cd-players,,mcd600-front-top.jpg,,"'The McIntosh MCD600 excels at the things it does do. That DAC is a wonder.'","'Part Time Audiophile'","'The McIntosh MCD600 excels at the things it does do. That DAC is a wonder.'",,null,,false,,,source,null,"'The McIntosh MCD600 excels at the things it does do. That DAC is a wonder. The MCD600 is a beautiful product—especially if you’re in love with the classic McIntosh look. If you’re an audiophile who still wants to listen to a large CD collection with a great-sounding player, take a look at the MCD600. If you’re an audiophile who, like me, is looking for a way to integrate digital into an otherwise analog system, take a look at the MCD600. If you love all things McIntosh, this is the CD player you should own.'",,null,Review,1664479688,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Hi-Fi News & Record Review'",,true,false,product,,,,,true,,,,mcd85,,'https://www.mcintoshlabs.com/products/preamplifiers/C8',873d057a-e1fb-4fbc-ab68-353b0b316d62,,'https://www.hifinews.com/content/mcintosh-mcd85-cdsacd-playerusb-dac',false,8e3632e0-a274-4666-ace2-130c4832b773,,,,,5000,cd-players,,mcd85-angle-cd-1664480711.jpg,,"'It''s an exceptionally easy listen, thanks to its warmth and generosity of presentation'","'Hi-Fi News'","'It''s an exceptionally easy listen, thanks to its warmth and generosity of presentation'",,null,,false,,,source,null,"'As big and bold in its sound as it is in the metal, this player will certainly attract attention when placed atop a hi-fi rack, as its dimensions dictate. It''s an exceptionally easy listen, thanks to its warmth and generosity of presentation'",,null,Review,1664480714,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,mcr-3,,,249dcb0d-282d-4d33-a01a-c814d79a372a,2,,false,b5571420-68a7-4d2e-9aa5-ac7093c8f4d2,,,,,15990,speakers,,0311d8_c69b7aa65dbd4c1185d813fa0e55516dmv2-(1).webp,,,,,,,600,true,,,speakers,,"'depending on stone selected)'",,MRC-3,bold,1752592449,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,CNET,,false,false,product,,,,,true,,,,mct500,,'https://www.mcintoshlabs.com/dealers/find-local-dealer',a7d6fe73-5a6e-4662-b068-77388823f61e,,'https://www.cnet.com/tech/home-entertainment/living-large-with-mcintosh-audio-electronics/',false,8e3632e0-a274-4666-ace2-130c4832b773,,,,,5500,cd-players,,mct500-front-top.jpg,,"'I was more impressed with the MCT500. This high-end transport it will bring out the best in the sound of all your CDs and SACDs.'",CNET,"'I was more impressed with the MCT500. This high-end transport it will bring out the best in the sound of all your CDs and SACDs.'",,null,,false,,,source,null,"""I was more impressed with the MCT500. This high-end transport it will bring out the best in the sound of all\_your CDs and SACDs.\_""",,null,Review,1664480280,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Robb Report'",,true,false,product,,,,,true,,,,mct80,,'https://www.mcintoshlabs.com/dealers/find-local-dealer',ddb73d29-b87d-4190-a68b-b21b327802a1,,'https://robbreport.com/gear/audio/mcintosh-new-mct80-cd-sacd-transport-introduced-2728219/',false,8e3632e0-a274-4666-ace2-130c4832b773,,,,,4500,cd-players,,mct80-front-top.jpg,false,"'The MCD350 is an excellent candidate for that “last CD player,” offering upgraded componentry, ease of use, and a convenient form factor.'","'Robb Report'","'The MCD350 is an excellent candidate for that “last CD player,” offering upgraded componentry, ease of use, and a convenient form factor.'",,null,,false,,,source,null,"'The MCD350 is an excellent candidate for that “last CD player,” offering upgraded componentry, ease of use, and a convenient form factor.'",,null,Review,1664480912,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Mono and Stereo'",,true,true,product,,,,,true,,,,melto1,,,45fac57d-fb5c-4c73-9774-aa72e421c5a5,,'https://www.monoandstereo.com/2022/04/lab12-melto1-phono-preamplifier-review.html',false,0d4e2b4e-4f8a-43a6-8bf0-41b3c3860de4,,,,,2690,phonostage,,Lab12-Melto1-Side-Matt-Black.webp,,"'Melto1 was undoubtedly designed by music lovers for vinyl lovers and it offers the listener the possibility to enjoy the music very easily. It offers a high level of reproduction and sound with all the necessary settings at an affordable price.'","'Mono and Stereo'","'Melto1 was undoubtedly designed by music lovers for vinyl lovers and it offers the listener the possibility to enjoy the music very easily. It offers a high level of reproduction and sound with all the necessary settings at an affordable price.'",,,60,true,,,source,,"'Melto1 was undoubtedly designed by music lovers for vinyl lovers and it offers the listener the possibility to enjoy the music very easily. It offers a high level of reproduction and sound with all the necessary settings at an affordable price.'",,melto1,Review,1692903974,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Part Time Audiophile'",,true,true,product,,'2019-10-06',,,true,,,,melto2,,,4f30d1c7-8f94-4867-82e7-a32e49b25500,,'https://parttimeaudiophile.com/2019/10/06/lab12-melto2-phono-preamplifier-review/',false,0d4e2b4e-4f8a-43a6-8bf0-41b3c3860de4,,,,,4490,phonostage,,lab12-melto2-side-frozen-silver.png,,"'The Lab12 Melto2 phono preamplifier is incredibly easy to own and use, and its music-making abilities border on the effortless.'","'Part Time Audiophile'","'The Lab12 Melto2 phono preamplifier is incredibly easy to own and use, and its music-making abilities border on the effortless.'",,,60,true,,,source,,"""The Lab12 Melto2 phono preamplifier is incredibly easy to own and use, and its music-making abilities border on the effortless.\_\_""",,melto2,text,1692904005,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,,mha200,,,c3dca41c-b7a4-4dff-bc6a-dfeb4cc8cee5,,,false,8e3632e0-a274-4666-ace2-130c4832b773,,,,,2500,headphone-amplifiers,,MHA200-Angle-Left.jpg,,"'""The MHA200 is a hell of a headphone amplifier."" It ""will impress, entertain and impress again indefinitely."" With the MHA200 ""you can enjoy as good a headphone experience as is currently available."" Named Headphone Amplifier of The Year 2021.'",HiFi+,"'""The MHA200 is a hell of a headphone amplifier."" It ""will impress, entertain and impress again indefinitely."" With the MHA200 ""you can enjoy as good a headphone experience as is currently available."" Named Headphone Amplifier of The Year 2021.'",,,,false,,,headphones,,"'Shipping Weight12 lbs (5.5 kg)'",,MHA200,text,1649863434,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,mighty,,,684eec8f-0c17-4040-a451-6c451bb7b2a3,,,false,0d4e2b4e-4f8a-43a6-8bf0-41b3c3860de4,,,,,2290,power-amplifiers,,lab12-mighty-side-matt-black.png,,"'Mighty cuts through the layers of music with ease, offering total control and the ability to deliver music in the best possible way to any speakers.'",Lab12,"'Mighty cuts through the layers of music with ease, offering total control and the ability to deliver music in the best possible way to any speakers.'",,,80,true,,,amplification,,"""• Weight: 9Kg\_\_""",,mighty,text,1692903167,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,ml-phono-cartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,moonstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mpc500-power-conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,true,true,product,,,,,,,,,mr60-speaker-stands-pair,,,b95a0ded-f8a3-42bd-bf96-fbfab1db4b2d,,,false,38eb6d53-3b26-4838-be98-6ac0c5aed66c,,,,,819,stands,,mr.jpg,,,,,,,80,true,,,setting,,"""\_supports up to 80\_lbs. each* without deflection of the top plate​""",,MR60,text,1654618065,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,mrb-1,,,446577b8-2312-4017-9e6a-53f8a214c206,2,,false,b5571420-68a7-4d2e-9aa5-ac7093c8f4d2,,,,,7990,speakers,,0311d8_e19826bdffc94f088ee50378eb12f71bmv2.webp,,,,,,,300,true,,,speakers,,"'depending on stone selected)'",,MRB-1,bold,1752592953,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,mrc-1,,,e2d08f6b-9dc3-4487-9159-8db030a1dc76,2,,false,b5571420-68a7-4d2e-9aa5-ac7093c8f4d2,,,,,9900,speakers,,0311d8_8e76b8be4909430b8fa9aa83ba5f323bmv2.webp,,,,,,,600,true,,,speakers,,"'depending on stone selected)'",,MRC-1,bold,1752592722,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,mrc-2,,,3488e908-a59d-49a4-8239-1c41904dba88,2,,false,b5571420-68a7-4d2e-9aa5-ac7093c8f4d2,,,,,12990,speakers,,0311d8_02eb278853fb4f0fa3cca0e49d47eb5dmv2.webp,,,,,,,600,true,,,speakers,,"'depending on stone selected)'",,MRC-2,bold,1752592410,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'AudioKey Reviews'",,true,true,product,,,,,true,,,true,mu1,,,4b14a107-a138-4ae3-8946-962a17f81bdb,,'https://www.audiokeyreviews.com/the-reviews/grimm-audio-mu1',false,9cc8b9f9-436e-4f04-ba6c-378ae97dc82e,,,,,12500,server-streaming,,grimm_mu1_2023_small-1692896590.jpg,,"'It is supremely transparent, easily able to resolve the most dense passages, movements and songs, and it lifts prodigious amounts of detail, most especially via its AES/EBU (4x) output. It is also natural and richly musical in a way that makes it compelling and immersive and fluid as if an analog rendering.'","'AudioKey Reviews'","'It is supremely transparent, easily able to resolve the most dense passages, movements and songs, and it lifts prodigious amounts of detail, most especially via its AES/EBU (4x) output. It is also natural and richly musical in a way that makes it compelling and immersive and fluid as if an analog rendering.'",,,80,true,,,source,,"'It is supremely transparent, easily able to resolve the most dense passages, movements and songs, and it lifts prodigious amounts of detail, most especially via its AES/EBU (4x) output. It is also natural and richly musical in a way that makes it compelling and immersive and fluid as if an analog rendering. There is also a gravitas or weight, if you will, that brings forth palpability—fully fleshed out/real performers and performances. The Grimm Audio MU1’s combined strengths make it quite a formidable streamer.'",,MU1,Review,1697147488,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,true,mu2,,'https://roonlabs.com/',50fc6a77-e279-47ac-bdef-347725cf8dd1,,,false,9cc8b9f9-436e-4f04-ba6c-378ae97dc82e,,,,,17500,server-streaming,,mu2_small.jpg,,"'The MU2 offers full integration of functions, from Roon to analog volume control, with revolutionary sound quality'","'Grimm Audio'","'The MU2 offers full integration of functions, from Roon to analog volume control, with revolutionary sound quality'",,"'noreferrer noopener'",100,true,,,source,_blank,"'5 year limited warranty'",,null,text,1749214716,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
